ASIN,商品名,商品URL,投稿日,評価,投稿者,プロフィールURL,ベストレビュアーランキング,バリエーション,購入元,参考になった人数,レビューのタイトル,レビュー本文
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/10/25,3.0,east,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AE3B7GXL6WWYF6NCM22GD5IYMUDA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,足のガタつきがネック,テーブルとしてではなくクーラー置きとして使用、他の方も言っている通り展開時に足がガタガタします、かといって倒れるわけではない、足を開いたときにロックする機構がないので左右にユラユラします、自分は足でちょんと蹴って目いっぱい広げて使ってます、一回目いっぱい広げたらグラグラすることがないのでまぁこんなもんかと使ってます。テーブルとしては少し使いづらいかも…
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/9/2,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEEPO5D43BXPMPGQ3YGCVFNT3INQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,そこそこ,足が固定出来たら☆5つ
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/10/24,3.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AG4TETFHOIDBM7MVGKFM25C5SQYA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,1,脚が…,商品説明やレビューにある通り脚が固い。思っていたよりも固い。常に開きっぱなしならいいが開いて畳んでのキャンプ用テーブルでこれは使いにくい。デザインが良いだけに残念感が大きい。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/10/6,3.0,よし,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFIVOPH77ZUK3FPJVCQBZPVZL6BQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,1,女性には厳しいかも,かっこ良いし耐久性もありそうですが、足が固い。男性は問題ないかもしれませんが女性は気を付けた方が良いです。あとで同封の注意書きに手を詰めないよう注意書きが入っていますが、その通りで注意が必要です。手袋して作業した方が良いです。デザイン、耐久性は問題ないので長く使えそうです。保証も登録すれば２年になるみたいですし。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/10/1,5.0,群馬のぬこトシ,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEMWMDHZITLJ6KTZRA6JEDIZPQUA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,使い勝手が良い！,金網の部分(テーブルの台)が金属で丈夫なので、食材を焼くのに使用したスキレットやホットサンドメーカーを熱いのにそのまま置けるってのが使い勝手良いし見た目もキャンプの雰囲気に合います夜のランタンの明かりにもちょうど木の部分が良い感じに照らされてグッド！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/10/1,5.0,竹中秀瑞,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHVI7D2NSQERSJULCUXVQNFJVPDA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,価格とデザイン最高です,価格以上のものでしたデザインスケール感共に最高です
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/9/23,3.0,加藤啓晃,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFONL5MYRFGCN2J3VFHTPUQRWYNA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,問題ない商品,ただ脚が頼りないかなぁ
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/22,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHGKF3MIZYLXF43TDEVBPFH3RDBQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,外で使うものなのでいいのですが,木の部分の凹みや傷が気になりました。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/12/1,2.0,内海直人,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFJR6MVGHPHTGDA5O2MIUIHO5KJQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,組み立てがしにくい,外観はいいのですが、とにかく足の開閉がやりにくい。もうすこし工夫してほしい。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/20,4.0,chiiiiko,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AG7FVGY6B7XV7DFI6MOG62IYKGMA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインがいいです！,軽さや、安定感はもう少し望みたいところですが、デザイン重視で購入したのでほぼ満足です。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/19,4.0,はっちゃん,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGTS7XCGCLN34NC75NFVDKK55VKQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,足の開閉,足の開閉が硬い
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/14,4.0,blue,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHZQVFF6RDOZBVWYV5NEDHZSAGCQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,デザイン性良し,
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/9/8,3.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFKFQR6OA2SGATPKCB44W73OBNPA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,展開しにくい。,大きさや商品は問題ないのですが、組み立てが慣れるまでめちゃくちゃやりにくいです。慣れてくれば、そんなに苦にならないですが、もう少しなんとかならないもんかと。付属の袋もジャストサイズの方が良かったです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/9/6,3.0,花貫帝国,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGCCBB6W46UR5HZQEGWN7676VIRQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,足が硬い、硬すぎる,広さも事前に知っていましたし、耐熱性は満足しています。足を広げる時、思いっきり硬い。エキスパンダー使っているみたいだった。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/11,4.0,なんぞー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AENGKAATUWBEOZ6KJEBMZ3NJLCOQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,安定感が･･･,地面にポンと置いた時の安定が悪いと思います出来る事なら　足の固定（遊び）をもう少し減らした方が良いかと個人的な感想ですが･･･
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/6/27,4.0,武田　浩,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGS7TNIHNJLZT3AE6PQV6UIILL5A/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,1,デザインがとても良いですねー,収納袋が中身と合っていないのが気になります。袋デカすぎ……でもキャンプ用品も一緒に入れることを考えるとそれはそれで良きですね??
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/6/20,4.0,川合寿和,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AH5AMCZGVIJY4MKJACSYMU2YFVUA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,デザイン、サイズ良いですが…,デザイン、サイズ感が良く、タイムセールしていたので購入しました。意外と軽かった。天板メッシュが少々薄く耐熱400度迄耐えられるかは不安で、焚き火に使用するかはやめようと思います。届いて脚の開閉したら塗装が剥げました。収納袋がついてましたが、巾着袋仕様なので手提げタイプだったらよかったかな。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/6/21,4.0,ヒロ,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHP453KQT223T2HLUZKRZ3QTFQ7A/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,コスパいいです,まだ使用してませんが、重いです。デザインとコスパはいいと思う。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/8/22,3.0,西村 大輔,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEX5HXQX5BRO4T4MSMN2SQG6Q5PQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,意外と塗装が分厚い,皆さんのレビューにある様に、HIGHタイプの足の開閉が硬いですが、一度、足を外して内々に少し曲げ、癖をつけて、硬さを調整して使っています。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/8/11,3.0,萬屋,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGLMXV37CHBIJNEJNR6JFLR44V3Q/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,予想通り,足はグラつく。値段的に仕方ない。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/6/1,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFPWIBJO23DDCQSULWOZAY5GSMRQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,足のぐらつきを改良できれば！,私のキャンプスタイルにはちょうど良いサイズで気に入りました。足のぐらつきを改良できればデザインも良いしもっと評価の高い商品になりそうですけどね！
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/30,4.0,かみお,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGVTE7NABX2NYXECX6RYUO57FCSA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,使いやすい,丁度いい大きさでした。使いやすいです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/11/2,3.0,アマゾンライター,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AH64NFFKIFXTUHO2IBPBHB62LMWQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,1,ローはロックが強すぎる,
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/13,4.0,ばいた,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AF3IL7NJEMW2Y7UYTPPZA7N7QSYA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,1,足を出しやすくして欲しい,五徳にも使えて良かった。足を出すときは少し手こずりますね。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/6,4.0,自転車好き,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AG3PSJPF7GT6V5JFPAAVGKP54MBA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,見た目と価格,足がぐらぐらしているが、普通に使う分には問題ない。見た目と価格はとても良い。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/4,4.0,amazonレビュー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AH6BFELH2AZXZOUDQOZLGSGNAFUQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,2,見た目良し,キャンプ初心者です。見た目が気にいったのとセールだった事もありソロキャンデビュー用として購入しました。徐々にステップアップする予定ですが、次のテーブルを購入した後でも食器を洗った後の水切りや対荷重も25kgという事でクーラーBOX台等にも使えそうだったので長く使えそうでとても気に入ってます。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/1,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEJ45HSOJ2LLE5WO5HWBYGKTVYPA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,LOWテーブル,ウッドがカッコよくデザイン性は◎他のレビューにも書いてある通り、脚を畳んでも緩くてぶらぶらするが、設置してしまえば問題ない。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/5/3,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEQ3FYSY2JGWASQMRIZPVTTFHWRA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,ソロキャンプ用に購入,デザイン、サイズかなり気に入ってます。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/28,4.0,ブンブン,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHNOMFILEMBBYYHKFHBSI46DGUFA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザイン性,デザインはおしゃれです作りも割としっかりしてると思いますまだ未使用なので★4とします
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/13,4.0,Amazonカスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGCOSJ43ITMMIWYL3ROBMBGWLUJA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインは好きです,サイズ、デザインは思った通りで、自分の好きな感じでした！が組み立てる前、足が、ガクガクしていたのが気になりました。もっと締め付けがきつい方がいいなって思います。自分で締め付けれるのか謎でした。ソロキャンプで使うの楽しみです
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/19,3.0,松田将之,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGNO5ELFEVGUZGV3K6X74GXZJWHA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,見た目いいです,見た目かっこいいですキャンプには持ってこいです。けど大きさ的にはソロキャンプには不向きな大きさではないかと、、車で行けるソロキャンプならいいと思います
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/24,4.0,たっちー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEA7RHUZMKCHMF7VB4ZRG7FAPQQA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,ちょっとした物置くのに,メインテーブルの横に調味料やキッチンツールなど置くのに便利です脚を広げるだけの簡単設営
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/28,4.0,sayu0226,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGTQA76QWSJVPI3H4JC7VGB2XZ7A/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,軽量でオシャレ,概ね満足していますが、組み立て時に少し足がぐらつく点とメッシュ部分が真っ平らではなかった点で一つ星を減らしています。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/24,4.0,HK,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AEGG47PD3ZERY5UGHFLXM5WAQKXA/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,しっかりした作り,まだ屋外では使ってませんが作りがしっかりしていて印象いいです。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/18,4.0,Amazonサーモン,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AFR6HNATLCYYEIW4ZYDCQSP2T5UA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインは良いが、安定性が悪い,気に入った点は、デザインと耐熱性能です。ただ、テーブルの脚が不安定で、ちょっとでも斜め上からの力がかかると、倒れてしまいます。その為、この点に注意して、真上から、載せることをオススメします。耐熱性能は、抜群だと思います。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/7/14,3.0,@official,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGEBGKSNXZWYVLFFIOTYI5AWDONQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,脚が安定しない,脚を開いたときにロックする機能がないのでガタつきます。残念。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/19,4.0,奥,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AG2ILRROFWOTOMYQBRVO4RVYYZCQ/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,デザインが良い,デザインがとても良くカッコいい。しかし、足の止めがないので少しぐらつく
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/17,4.0,たくや,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AHQ3LC265FT5O4MXHHS64V5DDHZA/ref=cm_cr_pr_pdp,,サイズ: LOW,Amazonで購入,,こういうのが欲しかった,メッシュなので水切りにも良く、焚き火の近くに配置しても問題ないしもちろん熱い鉄板もおける。両サイドの木製パーツもいいアクセント。車に積んでおけばいつでも使える便利なテーブル。
B098PZP4QY,ChillCamping(チルキャンピング) キャンプ アウトドア テーブル 焚き火 フィールドラック クーラーボックススタンド,https://www.amazon.co.jp/dp/B098PZP4QY/,2022/4/14,4.0,Amazon カスタマー,https://www.amazon.co.jp/gp/pdp/profile/amzn1.account.AGGPFENSUOYW54FWK3GO6LGOSEHQ/ref=cm_cr_pr_pdp,,サイズ: TALL,Amazonで購入,,デザインはいいよ,デザインよくて安いとおもいます足を立てる時が若干硬い
